security,sector,industry,level_1,unusual_baseline,trade_value_category,number_of_trades
BOOT,Retail-Wholesale,Retail - Apparel and Shoes,0,,,
BOX,Computer and Technology,Internet - Software,0,,,
BP,Oils-Energy,Oil and Gas - Integrated - International,0,,,
BPMC,Medical,Medical - Biomedical and Genetics,0,,,
BPOP,Finance,Banks - Southeast,0,13097.999999999998,1. p999999_trade_value,1.0
BR,Computer and Technology,Internet - Software,0,12782.0,7. p90_trade_value,3.0
BRBR,Consumer Staples,Food - Miscellaneous,0,,,
BRC,Industrial Products,Security and Safety Services,0,,,
BRFS,Consumer Staples,Food - Miscellaneous,0,,,
BRKR,Computer and Technology,Instruments - Scientific,0,224460.0,1. p999999_trade_value,1.0
BRO,Finance,Insurance - Brokerage,0,191040.0,1. p999999_trade_value,1.0
BROS,Retail-Wholesale,Retail - Restaurants,0,,,
BRY,Oils-Energy,Oil and Gas - Integrated - United States,0,4900.0,1. p999999_trade_value,1.0
BRZE,Computer and Technology,Internet - Software,0,169020.0,1. p999999_trade_value,1.0
BSX,Medical,Medical - Products,0,,,
BSY,Computer and Technology,Internet - Software,0,22680.0,7. p90_trade_value,3.0
BTAI,Medical,Medical - Biomedical and Genetics,0,,,
BTBT,Business Services,Technology Services,0,64750.0,1. p999999_trade_value,1.0
BTCM,Business Services,Technology Services,0,3675.0,1. p999999_trade_value,1.0
BTDR,Business Services,Technology Services,0,71730.0,5. p99_trade_value,17.0
BTG,Basic Materials,Mining - Gold,0,28000.0,7. p90_trade_value,2.0
BTI,Consumer Staples,Tobacco,0,147600.0,1. p999999_trade_value,1.0
BTM,Finance,Financial - Miscellaneous Services,0,,,
BTSG,Medical,Medical Services,0,49500.0,8. p75_trade_value,2.0
BTU,Oils-Energy,Coal,0,495000.0,1. p999999_trade_value,1.0
BUD,Consumer Staples,Beverages - Alcohol,0,165000.00000000003,1. p999999_trade_value,1.0
BULL,Finance,Financial - Miscellaneous Services,0,800000.0,1. p999999_trade_value,1.0
BUR,Finance,Financial - Miscellaneous Services,0,,,
BURL,Retail-Wholesale,Retail - Discount Stores,0,950000.0,4. p999_trade_value,4.0
BVS,Medical,Medical - Drugs,0,,,
BW,Computer and Technology,Electronics - Power Generation,0,,,
BWA,Auto-Tires-Trucks,Automotive - Original Equipment,0,,,
BWIN,Finance,Insurance - Life Insurance,0,,,
BWXT,Aerospace,Aerospace - Defense Equipment,0,995219.9999999999,1. p999999_trade_value,1.0
BX,Finance,Financial - Miscellaneous Services,0,837600.0,1. p999999_trade_value,2.0
BXMT,Finance,REIT and Equity Trust,0,,,
BXP,Finance,REIT and Equity Trust - Other,0,20670.0,6. p95_trade_value,7.0
BXSL,Finance,Financial - SBIC & Commercial Industry,0,,,
BYD,Consumer Discretionary,Gaming,0,9800.0,8. p75_trade_value,29.0
BYND,Consumer Staples,Food - Meat Products,0,,,
BYON,Retail-Wholesale,Internet - Commerce,0,52500.0,5. p99_trade_value,5.0
BYRN,Business Services,Technology Services,0,,,
BZ,Computer and Technology,Internet - Software,0,,,
BZAI,Unclassified,Unclassified,0,,,
BZFD,Consumer Discretionary,Media Conglomerates,0,6900.0,1. p999999_trade_value,1.0
BZH,Construction,Building Products - Home Builders,0,,,
BZUN,Computer and Technology,Computers - IT Services,0,,,
C,Finance,Financial - Investment Bank,0,920465.0,1. p999999_trade_value,1.0
CAAP,Transportation,Transportation - Airline,0,6000.0,1. p999999_trade_value,2.0
CABA,Medical,Medical - Biomedical and Genetics,0,,,
CACC,Finance,Financial - Consumer Loans,0,,,
CACI,Computer and Technology,Computer - Services,0,25350.0,6. p95_trade_value,11.0
CADE,Finance,Banks - Southeast,0,3750.0,1. p999999_trade_value,1.0
CADL,Medical,Medical - Biomedical and Genetics,0,,,
CAE,Aerospace,Aerospace - Defense Equipment,0,4000.0,8. p75_trade_value,2.0
CAG,Consumer Staples,Food - Miscellaneous,0,8710.0,8. p75_trade_value,34.0
CAH,Medical,Medical - Dental Supplies,0,,,
CAKE,Retail-Wholesale,Retail - Restaurants,0,12537.0,7. p90_trade_value,19.0
CAL,Consumer Discretionary,Shoes and Retail Apparel ,0,29160.000000000004,1. p999999_trade_value,1.0
CALM,Basic Materials,Agriculture - Products,0,48179.99999999999,5. p99_trade_value,4.0
CALX,Computer and Technology,Internet - Software,0,12375.0,8. p75_trade_value,9.0
CAMT,Computer and Technology,Electronics - Measuring Instruments,0,40999.99999999999,1. p999999_trade_value,1.0
CAN,Finance,Financial - Miscellaneous Services,0,79758.0,1. p999999_trade_value,1.0
CAPL,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,0,30439.0,1. p999999_trade_value,1.0
CAPR,Medical,Medical - Products,0,391000.0,1. p999999_trade_value,1.0
CAR,Transportation,Transportation - Services,0,,,
CARG,Auto-Tires-Trucks,Automotive - Replacement Parts,0,,,
CARR,Construction,Building Products - Air Conditioner and Heating,0,364320.0,1. p999999_trade_value,1.0
CART,Retail-Wholesale,Internet - Commerce,0,56979.99999999999,5. p99_trade_value,12.0
CASY,Retail-Wholesale,Retail - Convenience Stores,0,525000.0,1. p999999_trade_value,1.0
CAT,Industrial Products,Manufacturing - Construction and Mining,0,1337500.0,3. p9999_trade_value,2.0
CATO,Retail-Wholesale,Retail - Apparel and Shoes,0,,,
CATX,Medical,Medical - Drugs,0,,,
CAVA,Retail-Wholesale,Retail - Restaurants,0,836073.0,3. p9999_trade_value,2.0
CB,Finance,Insurance - Property and Casualty,0,57000.0,1. p999999_trade_value,1.0
CBOE,Finance,Securities and Exchanges,0,262500.0,1. p999999_trade_value,1.0
CBRE,Finance,Real Estate - Operations,0,548475.0,1. p999999_trade_value,1.0
CBRL,Retail-Wholesale,Retail - Restaurants,0,,,
CBSH,Finance,Banks - Midwest,0,,,
CBT,Basic Materials,Chemical - Diversified ,0,21000.0,1. p999999_trade_value,1.0
CC,Basic Materials,Chemical - Diversified ,0,,,
CCB,Finance,Banks - West,0,9000.0,1. p999999_trade_value,1.0
CCCC,Medical,Medical - Biomedical and Genetics,0,850000.0,1. p999999_trade_value,1.0
CCCS,Computer and Technology,Internet - Software,0,10000.0,8. p75_trade_value,2.0
CCEP,Consumer Staples,Beverages - Soft drinks,0,,,
CCI,Finance,REIT and Equity Trust - Other,0,340000.0,1. p999999_trade_value,1.0
CCJ,Basic Materials,Mining - Miscellaneous,0,,,
CCK,Industrial Products,Containers - Metal and Glass,0,638820.0000000001,1. p999999_trade_value,1.0
CCL,Consumer Discretionary,Leisure and Recreation Services,0,,,
CCLD,Medical,Medical Info Systems,0,4768.0,1. p999999_trade_value,1.0
CCOI,Computer and Technology,Wireless National,0,,,
CCRN,Business Services,Staffing Firms,0,,,
CCS,Construction,Building Products - Home Builders,0,60000.0,1. p999999_trade_value,1.0
CCSI,Computer and Technology,Internet - Software,0,5500.000000000001,1. p999999_trade_value,1.0
CDE,Basic Materials,Mining - Non Ferrous,0,,,
CDLX,Business Services,Technology Services,0,11599.999999999998,7. p90_trade_value,2.0
CDNA,Medical,Medical Services,0,,,
CDNS,Computer and Technology,Computer - Software,0,332464.0,1. p999999_trade_value,1.0
CDTX,Medical,Medical - Biomedical and Genetics,0,10620.0,1. p999999_trade_value,1.0
CDW,Computer and Technology,Computers - IT Services,0,,,
CDXS,Medical,Medical - Biomedical and Genetics,0,,,
CDZI,Consumer Staples,Agriculture - Operations,0,,,
CE,Basic Materials,Chemical - Specialty,0,,,
CECO,Industrial Products,Pollution Control,0,3950.0,1. p999999_trade_value,1.0
CEG,Oils-Energy,Alternative Energy - Other,0,1603200.0,3. p9999_trade_value,2.0
CELC,Medical,Medical - Biomedical and Genetics,0,14500.0,1. p999999_trade_value,1.0
CELH,Consumer Staples,Food - Miscellaneous,0,900000.0,1. p999999_trade_value,1.0
CENT,Consumer Discretionary,Consumer Products - Discretionary,0,,,
CENX,Industrial Products,Metal Products - Procurement and Fabrication,0,,,
CEP,Unclassified,Unclassified,0,,,
CEPU,Oils-Energy,Alternative Energy - Other,0,6000.0,1. p999999_trade_value,1.0
CERS,Medical,Medical - Products,0,3020.0000000000005,1. p999999_trade_value,1.0
CERT,Medical,Medical - Biomedical and Genetics,0,,,
CEVA,Computer and Technology,Electronics - Semiconductors,0,4950.0,1. p999999_trade_value,1.0
CF,Basic Materials,Fertilizers,0,437400.0,1. p999999_trade_value,1.0
CFG,Finance,Banks - Northeast,0,39780.0,6. p95_trade_value,9.0
CFLT,Computer and Technology,Internet - Software,0,,,
CFR,Finance,Banks - Southwest,0,,,
CG,Finance,Financial - Investment Management,0,,,
CGC,Medical,Medical - Products,0,,,
CGEM,Medical,Medical - Biomedical and Genetics,0,,,
CGEN,Medical,Medical - Biomedical and Genetics,0,,,
CGNT,Computer and Technology,Internet - Software,0,,,
CGNX,Computer and Technology,Electronics - Testing Equipment,0,,,
CGON,Medical,Medical - Biomedical and Genetics,0,440000.0,1. p999999_trade_value,1.0
CHCT,Finance,REIT and Equity Trust - Other,0,,,
CHD,Consumer Staples,Consumer Products - Staples,0,,,
CHDN,Consumer Discretionary,Gaming,0,216000.0,1. p999999_trade_value,1.0
CHE,Medical,Medical - Outpatient and Home Healthcare,0,,,
CHEF,Consumer Staples,Food - Miscellaneous,0,38750.0,7. p90_trade_value,2.0
CHGG,Computer and Technology,Internet - Software,0,,,
CHH,Consumer Discretionary,Hotels and Motels,0,3340.9999999999995,3. p9999_trade_value,1.0
CHKP,Computer and Technology,Security,0,,,
CHPT,Auto-Tires-Trucks,Automotive - Original Equipment,0,,,
CHRD,Oils-Energy,Oil and Gas - Exploration and Production - United States,0,,,
CHRS,Medical,Medical - Biomedical and Genetics,0,,,
CHRW,Transportation,Transportation - Services,0,229860.0,5. p99_trade_value,3.0
CHTR,Consumer Discretionary,Cable Television,0,,,
CHWY,Retail-Wholesale,Internet - Commerce,0,,,
CHX,Construction,Engineering - R and D Services,0,3375.0,1. p999999_trade_value,1.0
CI,Medical,Medical - HMOs,0,77600.0,5. p99_trade_value,25.0
CIA,Finance,Insurance - Life Insurance,0,3240.0,1. p999999_trade_value,1.0
CIEN,Computer and Technology,Communication - Components,0,,,
CIFR,Business Services,Technology Services,0,149990.0,5. p99_trade_value,6.0
CIGI,Finance,Real Estate - Operations,0,4800.0,1. p999999_trade_value,1.0
CIM,Finance,REIT and Equity Trust,0,,,
CINF,Finance,Insurance - Property and Casualty,0,38000.0,6. p95_trade_value,3.0
CIVI,Oils-Energy,Oil and Gas - Exploration and Production - United States,0,,,
CL,Consumer Staples,Consumer Products - Staples,0,877710.0,1. p999999_trade_value,1.0
CLB,Oils-Energy,Oil and Gas - Field Services,0,,,
CLBK,Finance,Financial - Miscellaneous Services,0,,,
CLBR,Unclassified,Unclassified,0,,,
CLBT,Computer and Technology,Internet - Software,0,7808.0,8. p75_trade_value,33.0
CLDX,Medical,Medical - Biomedical and Genetics,0,76140.0,6. p95_trade_value,4.0
CLF,Basic Materials,Steel - Producers,0,266000.0,1. p999999_trade_value,1.0
CLFD,Computer and Technology,Wireless Equipment,0,21440.0,1. p999999_trade_value,1.0
CLH,Business Services,Waste Removal Services,0,,,
CLMT,Oils-Energy,Oil and Gas - Integrated - United States,0,168750.0,5. p99_trade_value,8.0
CLOV,Medical,Medical Info Systems,0,20295.0,5. p99_trade_value,4.0
CLPT,Medical,Medical - Instruments,0,17000.0,7. p90_trade_value,3.0
CLS,Computer and Technology,Electronics - Manufacturing Services,0,100650.0,5. p99_trade_value,57.0
CLSD,Medical,Medical - Biomedical and Genetics,0,,,
CLSK,Finance,Financial - Miscellaneous Services,0,,,
CLW,Basic Materials,Paper and Related Products,0,,,
CLX,Consumer Staples,Consumer Products - Staples,0,,,
CM,Finance,Banks - Foreign,0,20000.0,5. p99_trade_value,2.0
CMA,Finance,Banks - Major Regional,0,,,
CMBT,Transportation,Transportation - Shipping,0,3250.0,1. p999999_trade_value,1.0
CMC,Basic Materials,Steel - Producers,0,,,
CMCL,Basic Materials,Mining - Gold,0,5400.0,1. p999999_trade_value,1.0
CMCM,Computer and Technology,Internet - Software,0,3500.0,1. p999999_trade_value,2.0
CMCO,Industrial Products,Manufacturing - Material Handling,0,,,
CMCSA,Consumer Discretionary,Cable Television,0,,,
CMCT,Finance,REIT and Equity Trust - Other,0,,,
CME,Finance,Securities and Exchanges,0,333000.0,1. p999999_trade_value,2.0
CMG,Retail-Wholesale,Retail - Restaurants,0,,,
CMI,Auto-Tires-Trucks,Automotive - Internal Combustion Engines,0,22000.000000000004,7. p90_trade_value,29.0
CMP,Basic Materials,Chemical - Diversified ,0,38120.00000000001,6. p95_trade_value,2.0
CMPO,Business Services,Financial Transaction Services,0,,,
CMPR,Consumer Discretionary,Consumer Services - Miscellaneous,0,9500.0,8. p75_trade_value,5.0
CMPS,Medical,Medical Services,0,,,
CMPX,Medical,Medical - Biomedical and Genetics,0,,,
CMS,Utilities,Utility - Electric Power,0,10005.0,8. p75_trade_value,12.0
CMTL,Computer and Technology,Wireless Equipment,0,6182.0,8. p75_trade_value,7.0
CNA,Finance,Insurance - Property and Casualty,0,36000.0,1. p999999_trade_value,1.0
CNC,Medical,Medical - HMOs,0,292500.0,4. p999_trade_value,2.0
CNDT,Business Services,Outsourcing,0,,,
CNH,Industrial Products,Manufacturing - Farm Equipment,0,,,
CNI,Transportation,Transportation - Rail,0,,,
CNK,Consumer Discretionary,Film and Television Production and Distribution,0,175000.0,6. p95_trade_value,6.0
CNM,Industrial Products,Manufacturing - Tools & Related Products,0,,,
CNMD,Medical,Medical - Dental Supplies,0,,,
CNNE,Finance,Financial - Investment Management,0,45500.0,1. p999999_trade_value,1.0
CNO,Finance,Insurance - Multi line,0,,,
CNP,Utilities,Utility - Electric Power,0,41490.0,1. p999999_trade_value,1.0
CNQ,Oils-Energy,Oil and Gas - Exploration and Production - Canadian,0,55319.99999999999,1. p999999_trade_value,1.0
CNR,Oils-Energy,Coal,0,,,
CNTA,Medical,Medical - Drugs,0,600000.0,1. p999999_trade_value,1.0
CNX,Oils-Energy,Oil and Gas - Exploration and Production - United States,0,250000.0,5. p99_trade_value,2.0
CNXC,Business Services,Business - Services,0,,,
CNXN,Retail-Wholesale,Retail - Computer Hardware,0,,,
COCO,Consumer Staples,Beverages - Soft drinks,0,,,
COF,Finance,Financial - Consumer Loans,0,,,
COGT,Medical,Medical - Biomedical and Genetics,0,,,
COHR,Business Services,Technology Services,0,670220.0,4. p999_trade_value,4.0
COHU,Computer and Technology,Electronics - Manufacturing Machinery,0,,,
COIN,Finance,Financial - Miscellaneous Services,0,,,
COLB,Finance,Banks - West,0,,,
COLD,Finance,REIT and Equity Trust - Other,0,,,
COLL,Medical,Medical - Drugs,0,,,
COLM,Consumer Discretionary,Textile - Apparel,0,5670.0,8. p75_trade_value,6.0
COMM,Computer and Technology,Communication - Infrastructure,0,,,
COMP,Computer and Technology,Internet - Software,0,75000.0,1. p999999_trade_value,1.0
COO,Medical,Medical - Dental Supplies,0,,,
COOP,Finance,Financial - Consumer Loans,0,,,
COP,Oils-Energy,Oil and Gas - Integrated - United States,0,,,
COR,Medical,Medical Services,0,,,
CORT,Medical,Medical - Drugs,0,,,
CORZ,Finance,Financial - Miscellaneous Services,0,,,
COST,Retail-Wholesale,Retail - Discount Stores,0,,,
COTY,Consumer Staples,Cosmetics,0,12000.0,1. p999999_trade_value,1.0
COUR,Business Services,Technology Services,0,44865.0,1. p999999_trade_value,1.0
CP,Transportation,Transportation - Rail,0,,,
CPA,Transportation,Transportation - Airline,0,,,
CPAY,Business Services,Financial Transaction Services,0,,,
CPB,Consumer Staples,Food - Miscellaneous,0,,,
CPF,Finance,Banks - West,0,11250.0,1. p999999_trade_value,1.0
CPIX,Medical,Medical - Drugs,0,,,
CPNG,Retail-Wholesale,Internet - Commerce,0,323082.0,1. p999999_trade_value,1.0
CPRI,Retail-Wholesale,Retail - Apparel and Shoes,0,,,
CPRT,Business Services,Auction and Valuation Services,0,96425.0,5. p99_trade_value,2.0
CPRX,Medical,Medical - Drugs,0,,,
CPS,Auto-Tires-Trucks,Automotive - Original Equipment,0,,,
CPT,Finance,REIT and Equity Trust - Residential,0,5220.0,1. p999999_trade_value,1.0
CQP,Oils-Energy,Alternative Energy - Other,0,7000.0,1. p999999_trade_value,1.0
CR,Industrial Products,Manufacturing - General Industrial ,0,742500.0,1. p999999_trade_value,1.0
CRBG,Finance,Insurance - Multi line,0,,,
CRBP,Medical,Medical - Drugs,0,,,
CRC,Oils-Energy,Oil and Gas - Exploration and Production - United States,0,,,
CRCL,Finance,Financial - Miscellaneous Services,0,336150.0,1. p999999_trade_value,1.0
CRCT,Business Services,Technology Services,0,,,
CRDF,Medical,Medical - Biomedical and Genetics,0,31200.0,7. p90_trade_value,2.0
CRDO,Computer and Technology,Electronics - Semiconductors,0,572565.0,1. p999999_trade_value,2.0
CRGY,Oils-Energy,Alternative Energy - Other,0,,,
CRH,Construction,Building Products - Miscellaneous,0,1000000.0,4. p999_trade_value,2.0
CRI,Consumer Discretionary,Shoes and Retail Apparel ,0,750260.0,5. p99_trade_value,2.0
CRK,Oils-Energy,Oil and Gas - Exploration and Production - United States,0,,,
CRL,Medical,Medical Services,0,7400.0,8. p75_trade_value,119.0
CRM,Computer and Technology,Computer - Software,0,,,
CRMD,Medical,Medical - Biomedical and Genetics,0,,,
CRNC,Computer and Technology,Computers - IT Services,0,97200.00000000001,1. p999999_trade_value,1.0
CRNT,Computer and Technology,Wireless Non-US ,0,5700.0,1. p999999_trade_value,1.0
CRNX,Medical,Medical - Drugs,0,,,
CRON,Medical,Medical - Drugs,0,4990.000000000001,1. p999999_trade_value,1.0
CROX,Consumer Discretionary,Textile - Apparel,0,960000.0,4. p999_trade_value,3.0
CRS,Basic Materials,Steel - Speciality,0,,,
CRSP,Medical,Medical - Biomedical and Genetics,0,259870.00000000003,1. p999999_trade_value,2.0
CRSR,Consumer Discretionary,Gaming,0,150500.0,1. p999999_trade_value,1.0
CRTO,Computer and Technology,Internet - Software and Services,0,,,
CRUS,Computer and Technology,Electronics - Semiconductors,0,259870.00000000003,5. p99_trade_value,3.0
CRVL,Business Services,Business - Services,0,5500.0,1. p999999_trade_value,1.0
CRVS,Medical,Medical - Biomedical and Genetics,0,,,
CRWD,Computer and Technology,Security,0,651000.0000000001,3. p9999_trade_value,7.0
CRWV,Computer and Technology,Internet - Software,0,889600.0,3. p9999_trade_value,5.0
CSCO,Computer and Technology,Computer - Networking,0,,,
CSGP,Computer and Technology,Computers - IT Services,0,386880.0,1. p999999_trade_value,1.0
CSIQ,Oils-Energy,Solar,0,38960.0,1. p999999_trade_value,1.0
CSL,Conglomerates,Diversified Operations,0,8480.0,8. p75_trade_value,6.0
CSTL,Medical,Medical - Biomedical and Genetics,0,,,
CSTM,Industrial Products,Metal Products - Distribution,0,,,
CSWC,Finance,Financial - Investment Management,0,3720.0000000000005,1. p999999_trade_value,1.0
CSX,Transportation,Transportation - Rail,0,,,
CTAS,Business Services,Business - Services,0,316260.0,1. p999999_trade_value,1.0
CTEV,Medical,Medical Info Systems,0,,,
CTLP,Business Services,Financial Transaction Services,0,,,
CTMX,Medical,Medical - Biomedical and Genetics,0,,,
CTO,Finance,REIT and Equity Trust - Other,0,3465.0,1. p999999_trade_value,1.0
CTRA,Oils-Energy,Oil and Gas - Exploration and Production - United States,0,33000.0,5. p99_trade_value,2.0
CTRE,Finance,REIT and Equity Trust - Other,0,,,
